Dimension,Target Ratio,b,alpha,k,DW-PMAD Accuracy,PCA Accuracy,Better Method
28,0.4,100,50,6,0.45866666666666667,0.4655,pca
28,0.4,100,1,6,0.45666666666666667,0.4655,pca
28,0.4,10,10,6,0.31666666666666665,0.4655,pca
28,0.4,30,5,6,0.3925,0.4655,pca
28,0.4,75,5,6,0.4618333333333333,0.4655,pca
28,0.4,30,25,6,0.3895,0.4655,pca
28,0.4,50,1,6,0.43133333333333335,0.4655,pca
28,0.4,75,25,6,0.46416666666666667,0.4655,pca
28,0.4,50,10,6,0.4498333333333333,0.4655,pca
28,0.4,50,50,6,0.43983333333333335,0.4655,pca
28,0.4,100,10,10,0.5026,0.512,pca
28,0.4,10,1,10,0.3686,0.512,pca
28,0.4,10,50,10,0.3758,0.512,pca
28,0.4,100,50,10,0.507,0.512,pca
28,0.4,100,1,10,0.5039,0.512,pca
28,0.4,10,10,10,0.3706,0.512,pca
28,0.4,30,5,10,0.438,0.512,pca
28,0.4,75,5,10,0.5072,0.512,pca
28,0.4,30,25,10,0.4352,0.512,pca
28,0.4,50,1,10,0.4765,0.512,pca
28,0.4,75,25,10,0.5061,0.512,pca
28,0.4,50,10,10,0.496,0.512,pca
28,0.4,50,50,10,0.4844,0.512,pca
28,0.4,100,10,15,0.5430666666666667,0.5480666666666667,pca
28,0.4,10,1,15,0.4082,0.5480666666666667,pca
28,0.4,10,50,15,0.4106666666666667,0.5480666666666667,pca
28,0.4,100,50,15,0.545,0.5480666666666667,pca
28,0.4,100,1,15,0.5438,0.5480666666666667,pca
28,0.4,10,10,15,0.4089333333333333,0.5480666666666667,pca
28,0.4,30,5,15,0.4838,0.5480666666666667,pca
28,0.4,75,5,15,0.5464666666666667,0.5480666666666667,pca
28,0.4,30,25,15,0.4755333333333333,0.5480666666666667,pca
28,0.4,50,1,15,0.5176666666666667,0.5480666666666667,pca
28,0.4,75,25,15,0.5450666666666667,0.5480666666666667,pca
28,0.4,50,10,15,0.5319333333333334,0.5480666666666667,pca
28,0.4,50,50,15,0.5213333333333333,0.5480666666666667,pca
