Dimension,Target Ratio,b,alpha,k,MPAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy,Better Method,DW-PMAD Time (s),PCA Time (s),UMAP Time (s),Isomap Time (s),KernelPCA Time (s),MDS Time (s),Autoencoder Accuracy,FastICA Accuracy,FeatureAgglomeration Accuracy,LLE Accuracy,NMF Accuracy,RandomProjection Accuracy,VAE Accuracy,tSNE Accuracy,Autoencoder MethodTime(s),FastICA MethodTime(s),FeatureAgglomeration MethodTime(s),LLE MethodTime(s),NMF MethodTime(s),RandomProjection MethodTime(s),VAE MethodTime(s),tSNE MethodTime(s),LSH Accuracy,LSH MethodTime(s)
200,0.05,100,12,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,11.58665152,0.008385946,2.86925033,0.402711583,0.324711304,9.703267064,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,100,12,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,11.58665152,0.008385946,2.86925033,0.402711583,0.324711304,9.703267064,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,100,12,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,11.58665152,0.008385946,2.86925033,0.402711583,0.324711304,9.703267064,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,100,12,10,0.107333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,11.58665152,0.008385946,2.86925033,0.402711583,0.324711304,9.703267064,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,100,12,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,11.58665152,0.008385946,2.86925033,0.402711583,0.324711304,9.703267064,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,100,18,1,0.255,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,14.89963491,0.012219079,2.906123778,0.337210439,0.312455891,9.720331787,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,100,18,3,0.116666667,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,14.89963491,0.012219079,2.906123778,0.337210439,0.312455891,9.720331787,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,100,18,6,0.101666667,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,14.89963491,0.012219079,2.906123778,0.337210439,0.312455891,9.720331787,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,100,18,10,0.108333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,14.89963491,0.012219079,2.906123778,0.337210439,0.312455891,9.720331787,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,100,18,15,0.124666667,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,14.89963491,0.012219079,2.906123778,0.337210439,0.312455891,9.720331787,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,100,25,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,11.99379001,0.009426597,2.876318759,0.32580725,0.316986251,9.728478569,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,100,25,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,11.99379001,0.009426597,2.876318759,0.32580725,0.316986251,9.728478569,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,100,25,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,11.99379001,0.009426597,2.876318759,0.32580725,0.316986251,9.728478569,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,100,25,10,0.107333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,11.99379001,0.009426597,2.876318759,0.32580725,0.316986251,9.728478569,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,100,25,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,11.99379001,0.009426597,2.876318759,0.32580725,0.316986251,9.728478569,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,100,35,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,12.05384346,0.009321676,2.874580042,0.324559753,0.332519987,9.755890533,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,100,35,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,12.05384346,0.009321676,2.874580042,0.324559753,0.332519987,9.755890533,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,100,35,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,12.05384346,0.009321676,2.874580042,0.324559753,0.332519987,9.755890533,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,100,35,10,0.107333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,12.05384346,0.009321676,2.874580042,0.324559753,0.332519987,9.755890533,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,100,35,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,12.05384346,0.009321676,2.874580042,0.324559753,0.332519987,9.755890533,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,100,50,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,12.87962066,0.009189459,2.857456269,0.34454366,0.283321285,9.724199234,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,100,50,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,12.87962066,0.009189459,2.857456269,0.34454366,0.283321285,9.724199234,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,100,50,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,12.87962066,0.009189459,2.857456269,0.34454366,0.283321285,9.724199234,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,100,50,10,0.107166667,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,12.87962066,0.009189459,2.857456269,0.34454366,0.283321285,9.724199234,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,100,50,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,12.87962066,0.009189459,2.857456269,0.34454366,0.283321285,9.724199234,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,100,10000,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,17.68801824,0.00881394,2.93152658,0.312919334,0.375697068,9.708669653,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,100,10000,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,17.68801824,0.00881394,2.93152658,0.312919334,0.375697068,9.708669653,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,100,10000,6,0.101944444,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,17.68801824,0.00881394,2.93152658,0.312919334,0.375697068,9.708669653,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,100,10000,10,0.107333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,17.68801824,0.00881394,2.93152658,0.312919334,0.375697068,9.708669653,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,100,10000,15,0.124222222,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,17.68801824,0.00881394,2.93152658,0.312919334,0.375697068,9.708669653,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.1,100,1,1,0.313333333,0.315,0.271666667,0.253333333,0.26,0.306666667,pca,39.39006138,0.008931379,3.112783929,0.359078899,0.294266032,9.934495648,0.2616666666666666,0.3183333333333333,0.28,0.28,0.2933333333333333,0.3083333333333333,0.3066666666666666,0.1283333333333333,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.03,0.0015214
200,0.1,100,1,3,0.200555556,0.243888889,0.261666667,0.166666667,0.133888889,0.227777778,umap,39.39006138,0.008931379,3.112783929,0.359078899,0.294266032,9.934495648,0.1505555555555555,0.2372222222222222,0.1672222222222222,0.1838888888888888,0.2011111111111111,0.1938888888888889,0.1927777777777777,0.1444444444444444,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.036666667,0.0015214
200,0.1,100,1,6,0.189444444,0.254444444,0.263888889,0.198888889,0.113333333,0.2525,umap,39.39006138,0.008931379,3.112783929,0.359078899,0.294266032,9.934495648,0.1502777777777778,0.2555555555555555,0.1563888888888888,0.1502777777777778,0.2127777777777778,0.1747222222222222,0.1863888888888888,0.1502777777777778,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.043888889,0.0015214
200,0.1,100,1,10,0.201166667,0.285833333,0.2475,0.186833333,0.104166667,0.286,mds,39.39006138,0.008931379,3.112783929,0.359078899,0.294266032,9.934495648,0.1633333333333333,0.2893333333333333,0.1703333333333333,0.124,0.2363333333333333,0.1836666666666666,0.2015,0.159,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.058333333,0.0015214
200,0.1,100,1,15,0.229555556,0.321,0.245222222,0.174333333,0.102888889,0.326555556,mds,39.39006138,0.008931379,3.112783929,0.359078899,0.294266032,9.934495648,0.1865555555555555,0.3187777777777777,0.1882222222222222,0.1053333333333333,0.272,0.1998888888888889,0.2291111111111111,0.1655555555555555,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.072222222,0.0015214
200,0.1,100,6,1,0.313333333,0.315,0.271666667,0.253333333,0.26,0.306666667,pca,38.63009533,0.009181791,3.117398913,0.363665949,0.321053184,10.09469338,0.2616666666666666,0.3183333333333333,0.28,0.28,0.2933333333333333,0.3083333333333333,0.3066666666666666,0.1283333333333333,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.03,0.0015214
200,0.1,100,6,3,0.201111111,0.243888889,0.261666667,0.166666667,0.133888889,0.227777778,umap,38.63009533,0.009181791,3.117398913,0.363665949,0.321053184,10.09469338,0.1505555555555555,0.2372222222222222,0.1672222222222222,0.1838888888888888,0.2011111111111111,0.1938888888888889,0.1927777777777777,0.1444444444444444,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.036666667,0.0015214
200,0.1,100,6,6,0.189722222,0.254444444,0.263888889,0.198888889,0.113333333,0.2525,umap,38.63009533,0.009181791,3.117398913,0.363665949,0.321053184,10.09469338,0.1502777777777778,0.2555555555555555,0.1563888888888888,0.1502777777777778,0.2127777777777778,0.1747222222222222,0.1863888888888888,0.1502777777777778,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.043888889,0.0015214
200,0.1,100,6,10,0.202666667,0.285833333,0.2475,0.186833333,0.104166667,0.286,mds,38.63009533,0.009181791,3.117398913,0.363665949,0.321053184,10.09469338,0.1633333333333333,0.2893333333333333,0.1703333333333333,0.124,0.2363333333333333,0.1836666666666666,0.2015,0.159,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.058333333,0.0015214
200,0.1,100,6,15,0.229444444,0.321,0.245222222,0.174333333,0.102888889,0.326555556,mds,38.63009533,0.009181791,3.117398913,0.363665949,0.321053184,10.09469338,0.1865555555555555,0.3187777777777777,0.1882222222222222,0.1053333333333333,0.272,0.1998888888888889,0.2291111111111111,0.1655555555555555,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.072222222,0.0015214
200,0.1,100,12,1,0.313333333,0.315,0.271666667,0.253333333,0.26,0.306666667,pca,26.62179145,0.012725958,3.152655041,0.423597379,0.350381331,9.989343495,0.2616666666666666,0.3183333333333333,0.28,0.28,0.2933333333333333,0.3083333333333333,0.3066666666666666,0.1283333333333333,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.03,0.0015214
200,0.1,100,12,3,0.201111111,0.243888889,0.261666667,0.166666667,0.133888889,0.227777778,umap,26.62179145,0.012725958,3.152655041,0.423597379,0.350381331,9.989343495,0.1505555555555555,0.2372222222222222,0.1672222222222222,0.1838888888888888,0.2011111111111111,0.1938888888888889,0.1927777777777777,0.1444444444444444,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.036666667,0.0015214
200,0.1,100,12,6,0.19,0.254444444,0.263888889,0.198888889,0.113333333,0.2525,umap,26.62179145,0.012725958,3.152655041,0.423597379,0.350381331,9.989343495,0.1502777777777778,0.2555555555555555,0.1563888888888888,0.1502777777777778,0.2127777777777778,0.1747222222222222,0.1863888888888888,0.1502777777777778,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.043888889,0.0015214
200,0.1,100,12,10,0.202833333,0.285833333,0.2475,0.186833333,0.104166667,0.286,mds,26.62179145,0.012725958,3.152655041,0.423597379,0.350381331,9.989343495,0.1633333333333333,0.2893333333333333,0.1703333333333333,0.124,0.2363333333333333,0.1836666666666666,0.2015,0.159,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.058333333,0.0015214
200,0.1,100,12,15,0.230111111,0.321,0.245222222,0.174333333,0.102888889,0.326555556,mds,26.62179145,0.012725958,3.152655041,0.423597379,0.350381331,9.989343495,0.1865555555555555,0.3187777777777777,0.1882222222222222,0.1053333333333333,0.272,0.1998888888888889,0.2291111111111111,0.1655555555555555,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.072222222,0.0015214
200,0.1,100,18,1,0.311666667,0.315,0.271666667,0.253333333,0.26,0.306666667,pca,37.06927357,0.010431844,3.13233568,0.354745622,0.291884427,9.759906881,0.2616666666666666,0.3183333333333333,0.28,0.28,0.2933333333333333,0.3083333333333333,0.3066666666666666,0.1283333333333333,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.03,0.0015214
200,0.1,100,18,3,0.201666667,0.243888889,0.261666667,0.166666667,0.133888889,0.227777778,umap,37.06927357,0.010431844,3.13233568,0.354745622,0.291884427,9.759906881,0.1505555555555555,0.2372222222222222,0.1672222222222222,0.1838888888888888,0.2011111111111111,0.1938888888888889,0.1927777777777777,0.1444444444444444,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.036666667,0.0015214
200,0.1,100,18,6,0.19,0.254444444,0.263888889,0.198888889,0.113333333,0.2525,umap,37.06927357,0.010431844,3.13233568,0.354745622,0.291884427,9.759906881,0.1502777777777778,0.2555555555555555,0.1563888888888888,0.1502777777777778,0.2127777777777778,0.1747222222222222,0.1863888888888888,0.1502777777777778,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.043888889,0.0015214
200,0.1,100,18,10,0.2045,0.285833333,0.2475,0.186833333,0.104166667,0.286,mds,37.06927357,0.010431844,3.13233568,0.354745622,0.291884427,9.759906881,0.1633333333333333,0.2893333333333333,0.1703333333333333,0.124,0.2363333333333333,0.1836666666666666,0.2015,0.159,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.058333333,0.0015214
200,0.1,100,18,15,0.231222222,0.321,0.245222222,0.174333333,0.102888889,0.326555556,mds,37.06927357,0.010431844,3.13233568,0.354745622,0.291884427,9.759906881,0.1865555555555555,0.3187777777777777,0.1882222222222222,0.1053333333333333,0.272,0.1998888888888889,0.2291111111111111,0.1655555555555555,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.072222222,0.0015214
200,0.1,100,25,1,0.308333333,0.315,0.271666667,0.253333333,0.26,0.306666667,pca,28.07248497,0.008382343,3.102081646,0.426784531,0.291868713,10.24206373,0.2616666666666666,0.3183333333333333,0.28,0.28,0.2933333333333333,0.3083333333333333,0.3066666666666666,0.1283333333333333,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.03,0.0015214
200,0.1,100,25,3,0.196111111,0.243888889,0.261666667,0.166666667,0.133888889,0.227777778,umap,28.07248497,0.008382343,3.102081646,0.426784531,0.291868713,10.24206373,0.1505555555555555,0.2372222222222222,0.1672222222222222,0.1838888888888888,0.2011111111111111,0.1938888888888889,0.1927777777777777,0.1444444444444444,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.036666667,0.0015214
200,0.1,100,25,6,0.190833333,0.254444444,0.263888889,0.198888889,0.113333333,0.2525,umap,28.07248497,0.008382343,3.102081646,0.426784531,0.291868713,10.24206373,0.1502777777777778,0.2555555555555555,0.1563888888888888,0.1502777777777778,0.2127777777777778,0.1747222222222222,0.1863888888888888,0.1502777777777778,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.043888889,0.0015214
200,0.1,100,25,10,0.204666667,0.285833333,0.2475,0.186833333,0.104166667,0.286,mds,28.07248497,0.008382343,3.102081646,0.426784531,0.291868713,10.24206373,0.1633333333333333,0.2893333333333333,0.1703333333333333,0.124,0.2363333333333333,0.1836666666666666,0.2015,0.159,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.058333333,0.0015214
200,0.1,100,25,15,0.230333333,0.321,0.245222222,0.174333333,0.102888889,0.326555556,mds,28.07248497,0.008382343,3.102081646,0.426784531,0.291868713,10.24206373,0.1865555555555555,0.3187777777777777,0.1882222222222222,0.1053333333333333,0.272,0.1998888888888889,0.2291111111111111,0.1655555555555555,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.072222222,0.0015214
200,0.1,100,35,1,0.308333333,0.315,0.271666667,0.253333333,0.26,0.306666667,pca,28.12718971,0.014925023,3.144717623,0.369574182,0.298849961,8.670773872,0.2616666666666666,0.3183333333333333,0.28,0.28,0.2933333333333333,0.3083333333333333,0.3066666666666666,0.1283333333333333,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.03,0.0015214
200,0.1,100,35,3,0.196111111,0.243888889,0.261666667,0.166666667,0.133888889,0.227777778,umap,28.12718971,0.014925023,3.144717623,0.369574182,0.298849961,8.670773872,0.1505555555555555,0.2372222222222222,0.1672222222222222,0.1838888888888888,0.2011111111111111,0.1938888888888889,0.1927777777777777,0.1444444444444444,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.036666667,0.0015214
200,0.1,100,35,6,0.190833333,0.254444444,0.263888889,0.198888889,0.113333333,0.2525,umap,28.12718971,0.014925023,3.144717623,0.369574182,0.298849961,8.670773872,0.1502777777777778,0.2555555555555555,0.1563888888888888,0.1502777777777778,0.2127777777777778,0.1747222222222222,0.1863888888888888,0.1502777777777778,0.763772100006463,0.0335614000214263,0.0088682000059634,0.1189332000212743,0.4225871999806259,0.0022336000110954,1.2653707999852486,17.08924100000877,0.043888889,0.0015214
